plm,k,cell,objective,seed,fmax,auprc,smin,wall_seconds,status
prostt5,5,lk-bpo,lambdarank,42,0.6596985578537196,,,10.8,ok
prostt5,5,lk-cco,lambdarank,42,0.7433980049032997,,,4.3,ok
prostt5,5,lk-mfo,lambdarank,42,0.6998213995564616,,,13.1,ok
prostt5,5,pk-bpo,lambdarank,42,0.20149799648264086,,,526.4,ok
prostt5,5,pk-cco,lambdarank,42,0.31483020358470676,,,142.6,ok
prostt5,5,pk-mfo,lambdarank,42,0.1648404008823528,,,137.2,ok
prostt5,10,nk-bpo,binary,42,0.5719626242583317,,,51.1,ok
prostt5,10,nk-cco,binary,42,0.7897465619216141,,,40.0,ok
prostt5,10,nk-mfo,binary,42,0.7379588650917275,,,20.2,ok
prostt5,10,lk-bpo,binary,42,0.6366522272446076,,,31.3,ok
prostt5,10,lk-cco,binary,42,0.770169453870989,,,12.5,ok
prostt5,10,lk-mfo,binary,42,0.6978018308983815,,,17.1,ok
prostt5,10,pk-bpo,binary,42,0.24766646575327192,,,680.8,ok
prostt5,10,pk-cco,binary,42,,,,,todo
prostt5,10,pk-mfo,binary,42,,,,,todo
prostt5,10,nk-bpo,lambdarank,42,,,,,todo
prostt5,10,nk-cco,lambdarank,42,,,,,todo
prostt5,10,nk-mfo,lambdarank,42,,,,,todo
prostt5,10,lk-bpo,lambdarank,42,,,,,todo
prostt5,10,lk-cco,lambdarank,42,,,,,todo
prostt5,10,lk-mfo,lambdarank,42,,,,,todo
prostt5,10,pk-bpo,lambdarank,42,,,,,todo
prostt5,10,pk-cco,lambdarank,42,,,,,todo
prostt5,10,pk-mfo,lambdarank,42,,,,,todo
prot_t5,3,nk-bpo,binary,42,,,,,todo
prot_t5,3,nk-cco,binary,42,,,,,todo
prot_t5,3,nk-mfo,binary,42,,,,,todo
prot_t5,3,lk-bpo,binary,42,,,,,todo
prot_t5,3,lk-cco,binary,42,,,,,todo
prot_t5,3,lk-mfo,binary,42,,,,,todo
prot_t5,3,pk-bpo,binary,42,,,,,todo
prot_t5,3,pk-cco,binary,42,,,,,todo
prot_t5,3,pk-mfo,binary,42,,,,,todo
prot_t5,3,nk-bpo,lambdarank,42,,,,,todo
prot_t5,3,nk-cco,lambdarank,42,,,,,todo
prot_t5,3,nk-mfo,lambdarank,42,,,,,todo
prot_t5,3,lk-bpo,lambdarank,42,,,,,todo
prot_t5,3,lk-cco,lambdarank,42,,,,,todo
prot_t5,3,lk-mfo,lambdarank,42,,,,,todo
prot_t5,3,pk-bpo,lambdarank,42,,,,,todo
prot_t5,3,pk-cco,lambdarank,42,,,,,todo
prot_t5,3,pk-mfo,lambdarank,42,,,,,todo
prot_t5,5,nk-bpo,binary,42,,,,,todo
prot_t5,5,nk-cco,binary,42,,,,,todo
prot_t5,5,nk-mfo,binary,42,,,,,todo
prot_t5,5,lk-bpo,binary,42,,,,,todo
prot_t5,5,lk-cco,binary,42,,,,,todo
prot_t5,5,lk-mfo,binary,42,,,,,todo
prot_t5,5,pk-bpo,binary,42,,,,,todo
prot_t5,5,pk-cco,binary,42,,,,,todo
prot_t5,5,pk-mfo,binary,42,,,,,todo
prot_t5,5,nk-bpo,lambdarank,42,,,,,todo
prot_t5,5,nk-cco,lambdarank,42,,,,,todo
prot_t5,5,nk-mfo,lambdarank,42,,,,,todo
prot_t5,5,lk-bpo,lambdarank,42,,,,,todo
prot_t5,5,lk-cco,lambdarank,42,,,,,todo
prot_t5,5,lk-mfo,lambdarank,42,,,,,todo
prot_t5,5,pk-bpo,lambdarank,42,,,,,todo
prot_t5,5,pk-cco,lambdarank,42,,,,,todo
prot_t5,5,pk-mfo,lambdarank,42,,,,,todo
prot_t5,10,nk-bpo,binary,42,,,,,todo
prot_t5,10,nk-cco,binary,42,,,,,todo
prot_t5,10,nk-mfo,binary,42,,,,,todo
prot_t5,10,lk-bpo,binary,42,,,,,todo
prot_t5,10,lk-cco,binary,42,,,,,todo
prot_t5,10,lk-mfo,binary,42,,,,,todo
prot_t5,10,pk-bpo,binary,42,,,,,todo
prot_t5,10,pk-cco,binary,42,,,,,todo
prot_t5,10,pk-mfo,binary,42,,,,,todo
prot_t5,10,nk-bpo,lambdarank,42,,,,,todo
prot_t5,10,nk-cco,lambdarank,42,,,,,todo
prot_t5,10,nk-mfo,lambdarank,42,,,,,todo
prot_t5,10,lk-bpo,lambdarank,42,,,,,todo
prot_t5,10,lk-cco,lambdarank,42,,,,,todo
prot_t5,10,lk-mfo,lambdarank,42,,,,,todo
prot_t5,10,pk-bpo,lambdarank,42,,,,,todo
prot_t5,10,pk-cco,lambdarank,42,,,,,todo
prot_t5,10,pk-mfo,lambdarank,42,,,,,todo
